"","variablename","collunitid","age","agetype","ageolder","ageyounger","chronologyid","chronologyname","units","value","context","element","taxonid","symmetry","taxongroup","elementtype","ecologicalgroup","analysisunitid","sampleanalyst","sampleid","depth","thickness","samplename","datasetid","database","datasettype","age_range_old","age_range_young","datasetnotes","siteid","sitename","lat","long","area","sitenotes","description","elev","handle","colldate","location","waterdepth","collunittype","collectiondevice","defaultchronology","collectionunitname","depositionalenvironment","family","genus","species","REGION"
"4832342","Ericales","40835",NA,NA,NA,NA,NA,NA,"NISP",9,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",460138,"NA","585709",3620,NA,NA,"56777","European Pollen Database","pollen",NA,NA,NA,"29887","Zeddam (B40H0047)",51.90881,6.24739,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 653)
See also: dinoloket.nl/ondergrondgegevens under corenumber B40H0047","A core in the Bergherbos near Zeddam, containing Pliocene deposits. ",27,"ZEDDAM",1969-12-08,NA,NA,NA,"Pulsboring",NA,NA,"Fluvial",NA,NA,NA,"Europe"
"5700825","Ericales undiff.","40836",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",849,NA,"Vascular plants","pollen","TRSH",460154,"NA","585723",2830,NA,NA,"56778","European Pollen Database","pollen",NA,NA,NA,"29888","Waddenzee paardenhoek (B10A0029)",53.14671,5.1709,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 666)
See also: dinoloket.nl/ondergrondgegevens under corenumber B10A0029","Core is collected as a part of a larger study on the Waddensea. ",1,"WPAARD",1972-08-22,NA,NA,NA,"Pulsboring",NA,NA,"Marine",NA,NA,NA,"Europe"
"1832060","Amaranthaceae","3768",-37,"Calibrated radiocarbon years BP",59,-140,30562,"Giesecke et al. 2014 (MADCAP)","NISP",5,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",48007,"Penalba, Maria Cristina","408279",0,1,NA,"3893","European Pollen Database","pollen",8547,-140,"Data contributed by Penalba Maria Cristina to the EPD.","2989","Atxuri",43.25028,-1.55111,NA,NA,"Peat bog. Physiography: top of Pena Plata. Surrounding vegetation: Pinus and Fagus forest.",500,"ATXURI01",NA,"in the bog.",NA,NA,"Russian corer 4.5 cm diameter.",30560,NA,"Bog","Amaranthaceae",NA,NA,"Europe"
"5700022","Ericales undiff.","40841",NA,NA,NA,NA,NA,NA,"NISP",2,NA,"pollen",849,NA,"Vascular plants","pollen","TRSH",460848,"NA","587489",4360,NA,NA,"56797","European Pollen Database","pollen",NA,NA,NA,"29893","Wijdewormer (B19G0223)",52.49605,4.89612,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (rapport P. 843)
See also: dinoloket.nl/ondergrondgegevens under corenumber B19G0223","Part of a larger study on the Eemian and Saalian deposits in the area of Purmerend and Waterland. ",-3,"WIJDEW",1977-05-26,NA,NA,NA,"Pulsboring",NA,NA,"Terrestrial",NA,NA,NA,"Europe"
"4831967","Ericales","40842",NA,NA,NA,NA,NA,NA,"NISP",2,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",460878,"NA","587568",8800,NA,NA,"56800","European Pollen Database","pollen",NA,NA,NA,"29894","Vessem (B51C0023)",51.43694,5.31504,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 292 & 676)
See also: dinoloket.nl/ondergrondgegevens under corenumber B51C0023","A core containing middle pleistocene material from the sandy part of Noord-Brabant. ",23,"VESSEM",1963-01-01,NA,NA,NA,"Spoelboring",NA,NA,"Terrestrial",NA,NA,NA,"Europe"
"5700376","Ericales undiff.","40843",NA,NA,NA,NA,NA,NA,"NISP",4,NA,"pollen",849,NA,"Vascular plants","pollen","TRSH",460920,"NA","587864",1499,NA,NA,"56804","European Pollen Database","pollen",NA,NA,NA,"29895","Waddenzee Molenrak 5 (B10A0026)",53.14837,5.24671,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, report 665)
See also: dinoloket.nl/ondergrondgegevens under corenumber B10A0026","A core from the Molenrak in the Dutch Waddense, containing Weichselian deposits. ",-1,"MOLEN5",1972-06-06,NA,NA,NA,"Steekboring",NA,NA,"Marine",NA,NA,NA,"Europe"
"4832092","Ericales","40844",NA,NA,NA,NA,NA,NA,"NISP",4,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",460953,"NA","587910",2510,NA,NA,"56806","European Pollen Database","pollen",NA,NA,NA,"29896","de Hon (B02B0037)",53.46358,5.92471,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 1269)
See also: dinoloket.nl/ondergrondgegevens under corenumber B02D0037","Core collected as a part of the ""Holocene Ameland"" project. Core contains Holocene and Weichselian deposits. ",2,"DEHON",1994-11-01,NA,NA,NA,"Counter-flushboring",NA,NA,"Marine",NA,NA,NA,"Europe"
"4832687","Ericales","40845",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",460985,"NA","587943",1860,NA,NA,"56807","European Pollen Database","pollen",NA,NA,NA,"29897","Eemshaven (B03G0058)",53.45639,6.77039,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 1243)
See also: dinoloket.nl/ondergrondgegevens under corenumber B03G0058","A core collected as part of the soil mapping project of the Rijks Geologische Dienst. Core contains material from the Naaldwijk formation (Holocene material). ",1,"EEMSHA",1994-01-01,NA,NA,NA,"Steekboring",NA,NA,"Coastal",NA,NA,NA,"Europe"
"4831871","Ericales","40846",NA,NA,NA,NA,NA,NA,"NISP",3,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",460999,"NA","587992",1050,NA,NA,"56809","European Pollen Database","pollen",NA,NA,NA,"29898","Hefswal (B03G0059)",53.44456,6.74442,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 1246)
See also: dinoloket.nl/ondergrondgegevens under corenumber B03G0059","Core collected as a part of the soil mapping project of the Rijks Geologische Dienst. ",1,"HEFSWL",1993-12-01,NA,NA,NA,"Steekboring",NA,NA,"Coastal",NA,NA,NA,"Europe"
"1770259","Amaranthaceae","40847",291,"Calibrated radiocarbon years BP",839,20,39891,"Chron1","NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",461023,"NA","588006",50,NA,NA,"56811","European Pollen Database","pollen",271555,20,NA,"29899","Groot Wetsinge (B07A0111)",53.29944,6.49835,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 1256)
See also: dinoloket.nl/ondergrondgegevens under corenumber B07A0111","A core collected as a part of the soil mapping project of the Rijks Geologische Dienst near the river Reitdiep.",1,"GROWET",1994-02-01,NA,NA,NA,"Steekboring",39891,NA,"Fluvial","Amaranthaceae",NA,NA,"Europe"
"5663138","Sagittaria","299",-13,"Calendar years BP",2,-28,25020,"PalEON-STEPPS","NISP",6,NA,"pollen",270,NA,"Vascular plants","pollen","AQVP",4290,"McAndrews, John H.","6096",1,NA,NA,"305","North American Pollen Database","pollen",452,-28,NA,"299","Bossuot Lake",44.295636,-93.736976,NA,NA,"Kettle lake. Physiography: rolling stagnation moraine.",310,"BOSSUOT",NA,NA,NA,NA,"plastic tube with piston",25020,NA,"Kettle Lake","Alismataceae","Sagittaria",NA,"North America"
"7124348","Alisma plantago-aquatica","3769",763,"Calibrated radiocarbon years BP",915,596,29016,"Giesecke et al. 2014 (MADCAP)","NISP",1,NA,"pollen",3437,NA,"Vascular plants","pollen","AQVP",48040,"Richard, Hervé","378707",41,NA,NA,"3894","European Pollen Database","pollen",9087,772,"Data contributed by Richard Hervé to the EPD.","2990","Auneau",48.45611,1.79361,NA,"Archaeological site.","Swamp. Physiography: alluvial valley. Surrounding vegetation: wet meadow.",127,"AUNEAU",1995-06-01,"Center of the valley",NA,NA,"Russian sampler 10 cm diameter.",29015,NA,"Fluvial","Alismataceae","Alisma","plantago-aquatica","Europe"
"4834584","Ericales","40848",NA,NA,NA,NA,NA,NA,"NISP",4,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",461072,"NA","588053",110,NA,NA,"56812","European Pollen Database","pollen",NA,NA,NA,"29900","Appingedam (B07F0215)",53.32769,6.84056,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 1247)
See also: dinoloket.nl/ondergrondgegevens under corenumber B07F0215","A core collected as a part of the soil mapping project of the Rijks Geologische Dienst. ",0,"APPING",1993-10-01,NA,NA,NA,"Steekboring",NA,NA,"Coastal",NA,NA,NA,"Europe"
"4832038","Ericales","40849",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",461110,"NA","588159",190,NA,NA,"56816","European Pollen Database","pollen",NA,NA,NA,"29901","Langeweer 2 (B10H0795)",52.97224,5.69844,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 1274)
See also: dinoloket.nl/ondergrondgegevens under corenumber B10H0795","This core is a part of the Stowa-project of the Rijks Geologische Dienst/ TNO. The core is collected in a peatland (oligotrofe hoog veen). ",-1,"LANGE2",1997-02-13,NA,NA,NA,"Steekboring",NA,NA,"Raised Bog",NA,NA,NA,"Europe"
"1835875","Amaranthaceae","40851",4403,"Calibrated radiocarbon years BP",4831,3770,39892,"Chron1","NISP",4,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",461540,"NA","590693",140,NA,NA,"56850","European Pollen Database","pollen",7623,3770,NA,"29903","Middelie (B19H0145)",52.54289,5.02569,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 1030 & 1030A).
See also: dinoloket.nl/ondergrondgegevens under corenumber B19H0145","This core has been collected as a part of the soil mapping project of the Rijks Geologische Dienst.",-2,"MIDDEL",1981-01-01,NA,NA,NA,"Steekboring",39892,NA,"Terrestrial","Amaranthaceae",NA,NA,"Europe"
"5171128","Alisma","3770",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",513,NA,"Vascular plants","pollen","AQVP",48104,"Bottema, Sytze","420554",20,1,NA,"3895","European Pollen Database","pollen",NA,NA,"Data contributed by Bottema Sytze to the EPD.","2991","Avlan Gölü",36.58333,29.95,NA,NA,"Lake. Physiography: intramontane valley. Surrounding vegetation: cedars and junipers forest, fields.",1026,"AVLAN",1977-01-01,"southern edge of the lake",NA,NA,NA,NA,NA,"Lacustrine","Alismataceae","Alisma",NA,"Europe"
"4832807","Ericales","3771",441,"Calibrated radiocarbon years BP",597,331,30937,"Giesecke et al. 2014 (MADCAP)","NISP",7,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",48129,"Golubeva, L. V.","416811",15,0.5,NA,"3896","European Pollen Database","pollen",11830,488,"Data contributed by Kremenetski, Constantin V.","2992","Babozero",66.375,37.51667,NA,NA,"Lake. Physiography: end moraine. Surrounding vegetation: Pinus-Picea-Betula forest.",138,"BABOZ1",1992-08-01,"Southern part of the lake",1.5,NA,"Livingstone piston correr (5cm)",30936,NA,"Lacustrine",NA,NA,NA,"Europe"
"1291848","Betula","3772",144,"Radiocarbon years BP",NA,NA,30076,"Fossilva","NISP",48,NA,"pollen",29,NA,"Vascular plants","pollen","TRSH",48140,"Pennington, Winifred","402880",3,NA,NA,"3897","European Pollen Database","pollen",2016,144,"Data contributed by Pennington, Winifred.","2993","Badentarbat",58.03399,-5.36375,NA,"The peat surface was eroding.","Blanket bog (very exposed). Physiography: gently undulating blanket bog. Surrounding vegetation: blanket bog and mire communities.",23,"BADENTAR",NA,NA,NA,NA,"Unspecified device",30076,NA,"Blanket Bog","Betulaceae","Betula",NA,"Europe"
"5172295","Alisma","3774",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",513,NA,"Vascular plants","pollen","AQVP",48221,"Bottema, Sytze","359089",50,NA,NA,"3899","European Pollen Database","pollen",NA,NA,"Data contributed by Bottema Sytze.","2995","Balikh",36.51667,39.08333,NA,NA,NA,324,"BALIKH",NA,NA,NA,NA,"Unspecified device",NA,NA,"Unknown","Alismataceae","Alisma",NA,"Europe"
"2000187","Alismataceae","3775",378,"Calibrated radiocarbon years BP",469,286,29247,"Giesecke et al. 2014 (MADCAP)","NISP",1,NA,"pollen",1177,NA,"Vascular plants","pollen","AQVP",48230,"Voeltzel, Didier","381383",15,NA,NA,"3900","European Pollen Database","pollen",10559,286,"Data contributed by Voeltzel Didier to the EPD.","2996","Basse-Ville",47.18611,-1.85806,NA,NA,"Marsh. Physiography: alluvial plain. Surrounding vegetation: meadows.",1,"BASVILLE",1982-01-01,"150m north of Rouans village",NA,NA,"Russian corer. Diametre: 5 cm.",29246,NA,"Marsh","Alismataceae",NA,NA,"Europe"
"1717517","Amaranthaceae","3776",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",48347,"Webb, Judith A.","354857",100,NA,NA,"3901","European Pollen Database","pollen",NA,NA,"Data contributed by Webb Judith A.","2997","Beanrig Moss",55.55197,-2.779748,NA,NA,"Valley mire ca 150m from Blackpool Moss. Physiography: one of 5 eutrophic mires within 1.5 km. Surrounding vegetation: pasture.",242,"BEANRIG",1971-01-01,NA,NA,NA,"Russian (Jowsey 1966) (5cm)",NA,NA,"Valley Mire","Amaranthaceae",NA,NA,"Europe"
"4837710","Ericales","3780",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",48543,"Coûteaux, Michel","66349",12.5,NA,NA,"3905","European Pollen Database","pollen",NA,NA,NA,"2999","Bois de Buchelbush",49.71389,5.82972,NA,NA,"Mardelle (voir avec JLB pour traduc). Physiography: small depression with organic deposits. Surrounding vegetation: Quercus forest with Carpinus and Corylus.",375,"BEBUCH5",1959-01-01,"Near coring BEBUCH1",NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,"Europe"
"4663761","Amaranthaceae undiff.","30",3818,"Calendar years BP",4512,3153,32012,"Wang et al.","NISP",6,NA,"pollen",54,NA,"Vascular plants","pollen","UPHE",686,"Björck, Svante","865",306.7,4.5,NA,"30","North American Pollen Database","pollen",11990,3153,"Raw counts marked as Almora 3 (core 3?) however publication indicates that the counts for this core are number 1. Sample depths on data sheets do not agree with Fig. 3 in Digerfeldt et al. (1992).","30","Almora Lake",46.20611,-95.29361,NA,NA,"Lake with emergent reed vegetation. Physiography: Parkers Prairie sandplain. Surrounding vegetation: agriculture.",437,"ALMORA1",1986-03-01,"north-west shoreline",0.8,NA,"Russian corer (7cm)",32012,NA,"Glacial Origin Lake","Amaranthaceae",NA,NA,"North America"
"1479216","Betula","300",434,"Radiocarbon years BP",NA,NA,134,"NAPD 1","NISP",378,NA,"pollen",29,NA,"Vascular plants","pollen","TRSH",4302,"NA","6111",10,1,NA,"306","North American Pollen Database","pollen",11187,434,NA,"300","Lac Boucané",47.45778,-69.45278,NA,NA,"Rock basin. Physiography: undulated plateau with shallow till. Surrounding vegetation: Betulo luteae - Abietetum / Betulo lutea.",500,"BOUC",1978-01-01,"Center of the lake",2.6,NA,"Livingstone corer (5cm)",134,NA,"Natural Lake","Betulaceae","Betula",NA,"North America"
"348911","Cichorioideae","3781",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",160,NA,"Vascular plants","pollen","UPHE",48548,"Coûteaux, Michel","354827",60,NA,NA,"3906","European Pollen Database","pollen",NA,NA,"Data contributed by Coûteaux Michel.","3000","Buzenol",49.625,5.60889,NA,NA,"Calcareous deposits on the hill side. Physiography: Cron (local french word). Surrounding vegetation: Cratoneurum commutatum ...",265,"BEBUZDEN",1965-01-01,"Down of the hill",NA,NA,"Unspecified device",NA,NA,"Unknown","Asteraceae",NA,NA,"Europe"
"5172364","Alisma","3782",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",513,NA,"Vascular plants","pollen","AQVP",48559,"Golabowa, Maria","432737",711,NA,NA,"3907","European Pollen Database","pollen",NA,NA,"Data contributed by Mamakowa Kaziemira to the EPD.","3001","Bedlno",51.20417,20.28333,NA,NA,"Moraine-dammed lake. Physiography: Depression. Surrounding vegetation: cultivated fields and forest.",227,"BEDLNO",1950-01-01,NA,NA,NA,"Unspecified device",NA,NA,"Lacustrine","Alismataceae","Alisma",NA,"Europe"
"332019","Cichorioideae","3783",NA,NA,NA,NA,NA,NA,"NISP",8,NA,"pollen",160,NA,"Vascular plants","pollen","UPHE",48627,"Coûteaux, Michel","354741",32,NA,NA,"3908","European Pollen Database","pollen",NA,NA,"Data contributed by Coûteaux Michel.","3002","Ethe source du Cron",49.60667,5.595,NA,NA,"Calcareous deposits on the hill. Physiography: cron (Belgium). Surrounding vegetation: mixed forest of Fagus and Quercus.",245,"BEETHECR",NA,"Down the hill",NA,NA,"Unspecified device",NA,NA,"Unknown","Asteraceae",NA,NA,"Europe"
"1719763","Amaranthaceae","3784",NA,NA,NA,NA,NA,NA,"NISP",1,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",48637,"Coûteaux, Michel","66443",18,NA,NA,"3909","European Pollen Database","pollen",NA,NA,NA,"3003","Tontelange Heideknapp",49.71944,5.82,NA,NA,"Fen. Physiography: small undulating hills. Surrounding vegetation: Picea, Pinus sylvestris.",325,"BEHEIDEK",1960-01-01,"Behind the cemetery",0.72,NA,NA,NA,NA,"Fen","Amaranthaceae",NA,NA,"Europe"
"6896820","Pistacia","3786",329,"Calibrated radiocarbon years BP",733,-94,30559,"Giesecke et al. 2014 (MADCAP)","NISP",1,NA,"pollen",388,NA,"Vascular plants","pollen","TRSH",48725,"Penalba, Maria Cristina","408242",12,NA,NA,"3911","European Pollen Database","pollen",8097,-94,"Data contributed by Penalba Maria Cristina to the EPD.","3004","Puerto de Belate",43.03333,-2.05,NA,NA,"Peat bog. Physiography: mountain pass. Surrounding vegetation: pasture and Fagus forest.",847,"BELATE05",NA,"SW of the site",NA,NA,"Russian corer",30558,NA,"Bog","Anacardiaceae","Pistacia",NA,"Europe"
"2082961","Apiaceae","3787",7545,"Radiocarbon years BP",NA,NA,1544,"J.M. Dubois default","NISP",2,NA,"pollen",311,NA,"Vascular plants","pollen","UPHE",48760,"Bégeot, Carole","66576",52,0.5,NA,"3912","European Pollen Database","pollen",13624,7545,"Data contributed by bégeaot, C. to the EPD.","3005","Bellefontaine",46.57528,6.09306,NA,NA,"Lake. Physiography: valley. Surrounding vegetation: Picea-Fagus-Abies.",1093,"BELLFONT",1998-01-01,"Shore of lake",NA,NA,"russian sampler 10 cm diameter.",1544,NA,"Natural Lake","Apiaceae",NA,NA,"Europe"
"3748436","Hedera","3788",6179,"Calibrated radiocarbon years BP",6349,5913,25756,"Giesecke et al. 2014 (MADCAP)","NISP",2,NA,"pollen",2684,NA,"Vascular plants","pollen","TRSH",48904,"Craig, Alan J.","353946",190,NA,NA,"3913","European Pollen Database","pollen",15065,5913,"Data contributed by Craig Alan J.","3006","Belle Lake",52.18333,-7.03333,NA,NA,"Marsh on infilled lake basin. Surrounding vegetation: pasture surrounds this Phragmites fen.",33,"BELLE",NA,NA,NA,NA,"Livingstone",25755,NA,"Open-water Transition Mire","Araliaceae","Hedera",NA,"Europe"
"1841530","Amaranthaceae","3789",389,"Radiocarbon years BP",NA,NA,25757,"Madcap","NISP",3,NA,"pollen",391,NA,"Vascular plants","pollen","UPHE",48953,"Coûteaux, Michel","353996",10,NA,NA,"3914","European Pollen Database","pollen",5686,389,"Data contributed by Coûteaux Michel.","3007","Bois des Amerois",49.74389,5.12917,NA,NA,"Flat peat bog. Physiography: flat landscape.",415,"BEMUNO",1964-01-01,NA,0,NA,"Unspecified device",25757,NA,"Mire","Amaranthaceae",NA,NA,"Europe"
"4832510","Ericales","41058",5876,"Calibrated radiocarbon years BP",5959,5804,40092,"Chron1","NISP",2,NA,"pollen",848,NA,"Vascular plants","pollen","TRSH",462678,"NA","591841",150,NA,NA,"57068","European Pollen Database","pollen",6485,5804,NA,"30072","Warmond (B30F0467)",52.18574,4.50165,NA,"Data have not been published, only mentioned in a report by the Rijks Geologische Dienst (RGD, rapport P. 1263)
See also: dinoloket.nl/ondergrondgegevens under corenumber B30F0467)","This core has been collected as a part of the soil mapping project of the Rijks Geologische Dienst (RGD).",-1,"WARMON",1994-03-01,NA,NA,NA,"Steekboring",40092,NA,"Fluvial",NA,NA,NA,"Europe"
